setting,model_family,method,coverage,coverage_error,avg_length,median_length,qhat,max_abs_cond_error,mean_abs_cond_error,worst_undercoverage,worst_overcoverage,seed,pi_upper_max_abs_cond_error,pi_upper_mean_abs_cond_error,pi_upper_worst_undercoverage,pi_upper_worst_overcoverage,mode_entropy_max_abs_cond_error,mode_entropy_mean_abs_cond_error,mode_entropy_worst_undercoverage,mode_entropy_worst_overcoverage,mode_margin_max_abs_cond_error,mode_margin_mean_abs_cond_error,mode_margin_worst_undercoverage,mode_margin_worst_overcoverage,mode_separation_max_abs_cond_error,mode_separation_mean_abs_cond_error,mode_separation_worst_undercoverage,mode_separation_worst_overcoverage
homoskedastic,mlp,blended normalized residual gamma=0.25,0.8973333333333333,-0.002666666666666706,0.9398288326544083,0.9342842801535249,2.1602662036137144,0.002666666666666706,0.002666666666666706,-0.002666666666666706,-0.002666666666666706,0,,,,,,,,,,,,,,,,
homoskedastic,mlp,blended normalized residual gamma=0.50,0.8946666666666667,-0.005333333333333301,0.9265773053721958,0.9228554161148611,2.175181380715334,0.005333333333333301,0.005333333333333301,-0.005333333333333301,-0.005333333333333301,0,,,,,,,,,,,,,,,,
homoskedastic,mlp,blended normalized residual gamma=0.75,0.8973333333333333,-0.002666666666666706,0.9241531946936278,0.9222567148172306,2.216717065351142,0.002666666666666706,0.002666666666666706,-0.002666666666666706,-0.002666666666666706,0,,,,,,,,,,,,,,,,
homoskedastic,mlp,oracle local normalization,0.902,0.0020000000000000018,0.9352104436963893,0.9352104436963891,1.8704208873927781,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,0,,,,,,,,,,,,,,,,
homoskedastic,mlp,gmm density level set (1 comp),0.902,0.0020000000000000018,0.934111759799805,0.934111759799805,1.2777422352809569,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,0,,,,,,,,,,,,,,,,
homoskedastic,mlp,absolute residual,0.9026666666666666,0.002666666666666595,0.9276080225765126,0.9276080225765126,0.4638040112882563,0.002666666666666595,0.002666666666666595,0.002666666666666595,0.002666666666666595,1,,,,,,,,,,,,,,,,
homoskedastic,mlp,locally normalized residual,0.8973333333333333,-0.002666666666666706,0.9751105604985186,0.9678401506589495,2.4367743931931534,0.002666666666666706,0.002666666666666706,-0.002666666666666706,-0.002666666666666706,1,,,,,,,,,,,,,,,,
homoskedastic,mlp,stabilized normalized residual,0.8973333333333333,-0.002666666666666706,0.9602672505936638,0.955069561717861,2.185900998839133,0.002666666666666706,0.002666666666666706,-0.002666666666666706,-0.002666666666666706,1,,,,,,,,,,,,,,,,
homoskedastic,mlp,blended normalized residual gamma=0.25,0.8973333333333333,-0.002666666666666706,0.9499953236193496,0.9460445906319442,2.215320793444534,0.002666666666666706,0.002666666666666706,-0.002666666666666706,-0.002666666666666706,1,,,,,,,,,,,,,,,,
homoskedastic,mlp,blended normalized residual gamma=0.50,0.9006666666666666,0.0006666666666665932,0.9420310483523339,0.9393539399675329,2.2517291943271283,0.0006666666666665932,0.0006666666666665932,0.0006666666666665932,0.0006666666666665932,1,,,,,,,,,,,,,,,,
homoskedastic,mlp,blended normalized residual gamma=0.75,0.904,0.0040000000000000036,0.9313784188160765,0.9300210282450326,2.2834159380894308,0.0040000000000000036,0.0040000000000000036,0.0040000000000000036,0.0040000000000000036,1,,,,,,,,,,,,,,,,
homoskedastic,mlp,oracle local normalization,0.9026666666666666,0.002666666666666595,0.9276080225765126,0.9276080225765126,1.8552160451530253,0.002666666666666595,0.002666666666666595,0.002666666666666595,0.002666666666666595,1,,,,,,,,,,,,,,,,
homoskedastic,mlp,gmm density level set (1 comp),0.898,-0.0020000000000000018,0.9207673060883793,0.9207673060883792,1.2780656985003607,0.0020000000000000018,0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018,1,,,,,,,,,,,,,,,,
homoskedastic,mlp,absolute residual,0.9153333333333333,0.01533333333333331,0.9393067088294244,0.9393067088294246,0.4696533544147123,0.01533333333333331,0.01533333333333331,0.01533333333333331,0.01533333333333331,2,,,,,,,,,,,,,,,,
homoskedastic,mlp,locally normalized residual,0.9193333333333333,0.019333333333333313,0.9750422658696434,0.9710434739755004,2.4256836502156407,0.019333333333333313,0.019333333333333313,0.019333333333333313,0.019333333333333313,2,,,,,,,,,,,,,,,,
homoskedastic,mlp,stabilized normalized residual,0.9173333333333333,0.01733333333333331,0.9641234711113614,0.960284108211777,2.1820590787401914,0.01733333333333331,0.01733333333333331,0.01733333333333331,0.01733333333333331,2,,,,,,,,,,,,,,,,
homoskedastic,mlp,blended normalized residual gamma=0.25,0.9173333333333333,0.01733333333333331,0.9540626664443529,0.951140103428428,2.214674788111167,0.01733333333333331,0.01733333333333331,0.01733333333333331,0.01733333333333331,2,,,,,,,,,,,,,,,,
homoskedastic,mlp,blended normalized residual gamma=0.50,0.918,0.018000000000000016,0.9461811738594607,0.9441980261426289,2.254199768645883,0.018000000000000016,0.018000000000000016,0.018000000000000016,0.018000000000000016,2,,,,,,,,,,,,,,,,
homoskedastic,mlp,blended normalized residual gamma=0.75,0.92,0.020000000000000018,0.9443631816628354,0.9433467552762714,2.3106983972917194,0.020000000000000018,0.020000000000000018,0.020000000000000018,0.020000000000000018,2,,,,,,,,,,,,,,,,
